date,week
2023-04-21,WD_0
2023-04-24,WD_0
2023-04-25,WD_0
2023-04-26,WD_0
2023-04-27,WD_0
2023-04-28,WD_0
2023-04-29,WE_0
2023-05-01,WD_0
2023-05-02,WD_0
2023-05-03,WD_0
2023-05-04,WD_0
2023-05-05,WD_0
2023-05-06,WE_0
2023-05-08,WD_0
2023-05-09,WD_0
2023-05-10,WD_0
2023-05-11,WD_0
2023-05-12,WD_0
2023-05-13,WE_0
2023-05-15,WD_0
2023-05-16,WD_0
2023-05-17,WD_0
2023-05-18,WD_0
2023-05-19,WD_0
2023-05-20,WE_0
2023-05-21,WE_0
2023-05-22,WD_0
2023-05-23,WD_0
2023-05-25,WD_0
2023-05-26,WD_0
2023-05-27,WE_0
2023-05-29,WD_0
2023-05-30,WD_0
2023-05-31,WD_0
2023-06-01,WD_0
2023-06-02,WD_0
2023-06-03,WE_0
2023-06-05,WD_0
2023-06-06,WD_0
2023-06-07,WD_0
2023-06-08,WD_0
2023-06-09,WD_0
2023-06-10,WE_0
2023-06-11,WE_0
2023-06-12,WD_0
2023-06-13,WD_0
2023-06-15,WD_0
2023-06-16,WD_0
2023-06-18,WE_0
2023-06-19,WD_0
2023-06-20,WD_0
2023-06-21,WD_0
2023-06-22,WD_0
2023-06-23,WD_0
2023-06-26,WD_0
2023-06-27,WD_0
2023-06-28,WD_0
2023-06-29,WD_0
2023-07-01,WE_0
2023-07-03,WD_0
2023-07-04,WD_0
2023-07-05,WD_0
2023-07-06,WD_0
2023-07-07,WD_0
2023-07-10,WD_0
2023-07-11,WD_0
2023-07-12,WD_0
2023-07-13,WD_0
2023-07-14,WD_0
2023-07-17,WD_0
2023-07-18,WD_0
2023-07-19,WD_0
2023-07-20,WD_0
2023-07-21,WD_0
2023-07-24,WD_0
2023-07-25,WD_0
2023-07-26,WD_0
2023-07-27,WD_0
2023-07-28,WD_0
2023-07-29,WE_0
2023-07-30,WE_0
2023-07-31,WD_0
2023-08-01,WD_0
2023-08-02,WD_0
2023-08-03,WD_0
2023-08-04,WD_0
2023-08-05,WE_0
2023-08-06,WE_0
2023-08-07,WD_0
2023-08-08,WD_0
2023-08-09,WD_0
2023-08-10,WD_0
2023-08-11,WD_0
2023-08-12,WE_0
2023-08-14,WD_0
2023-08-15,WD_0
2023-08-16,WD_0
2023-08-17,WD_0
2023-08-18,WD_0
2023-08-19,WE_0
2023-08-20,WE_0
2023-08-21,WD_0
2023-08-22,WD_0
2023-08-23,WD_0
2023-08-24,WD_0
2023-08-25,WD_0
2023-08-27,WE_0
2023-08-28,WD_0
2023-08-29,WD_0
2023-08-31,WD_0
2023-09-01,WD_0
2023-09-02,WE_0
2023-09-04,WD_0
2023-09-05,WD_0
2023-09-06,WD_0
2023-09-07,WD_0
